A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,samples,K_value
0.179981,0.137192,1e-5,1e-5,1e-5,1e-5,1e-5,0.682777,NA,NA,NA,NA,NA,NA,NA,JU440,8
0.757989,0.023741,1e-5,1e-5,1e-5,1e-5,1e-5,0.21822,NA,NA,NA,NA,NA,NA,NA,JU561,8
0.543494,0.258827,1e-5,1e-5,1e-5,1e-5,0.197629,1e-5,NA,NA,NA,NA,NA,NA,NA,JU642,8
0.674534,0.102227,0.045329,0.151931,0.025949,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU751,8
0.336904,1e-5,0.052858,1e-5,1e-5,1e-5,0.610188,1e-5,NA,NA,NA,NA,NA,NA,NA,JU774,8
1e-5,1e-5,1e-5,1e-5,0.88354,1e-5,0.1164,1e-5,NA,NA,NA,NA,NA,NA,NA,JU775,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,NA,NA,NA,NA,NA,NA,NA,JU778,8
1e-5,0.006774,1e-5,1e-5,0.36420400000000003,1e-5,0.608882,0.0201,NA,NA,NA,NA,NA,NA,NA,JU782,8
1e-5,0.999929,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU792,8
0.842311,0.028575,1e-5,0.100453,1e-5,1e-5,0.028622,1e-5,NA,NA,NA,NA,NA,NA,NA,JU830,8
0.26781,0.550312,1e-5,1e-5,1e-5,1e-5,1e-5,0.181828,NA,NA,NA,NA,NA,NA,NA,JU847,8
0.595456,0.041842,1e-5,0.244521,1e-5,1e-5,0.118141,1e-5,NA,NA,NA,NA,NA,NA,NA,KR314,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,NA,NA,NA,NA,NA,NA,NA,LKC34,8
1e-5,1e-5,1e-5,1e-5,1e-5,1.2e-5,1e-5,0.999928,NA,NA,NA,NA,NA,NA,NA,LSJ1,8
0.472833,1e-5,1e-5,1e-5,1e-5,1e-5,0.527107,1e-5,NA,NA,NA,NA,NA,NA,NA,MY1,8
0.634845,0.009443,1e-5,1e-5,0.246508,1e-5,0.109164,1e-5,NA,NA,NA,NA,NA,NA,NA,MY10,8
1e-5,0.018901,0.558649,0.136424,1e-5,1.1e-5,1e-5,0.285985,NA,NA,NA,NA,NA,NA,NA,MY16,8
0.162908,0.155135,1e-5,0.436225,0.067039,1e-5,1e-5,0.178662,NA,NA,NA,NA,NA,NA,NA,MY18,8
0.079107,0.406013,1.4e-5,1e-5,1.3e-5,1e-5,1e-5,0.514823,NA,NA,NA,NA,NA,NA,NA,MY2147,8
0.825534,0.130269,1e-5,1e-5,1e-5,1e-5,1e-5,0.044146,NA,NA,NA,NA,NA,NA,NA,MY2212,8
1e-5,1e-5,0.854969,0.144971,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,MY23,8
0.129965,0.218211,1e-5,1e-5,1e-5,1e-5,0.099284,0.552499,NA,NA,NA,NA,NA,NA,NA,MY2453,8
0.769014,0.174421,1e-5,1e-5,1e-5,1e-5,0.056515,1e-5,NA,NA,NA,NA,NA,NA,NA,MY2530,8
0.796809,0.056694,1e-5,1e-5,1e-5,1e-5,0.146448,1e-5,NA,NA,NA,NA,NA,NA,NA,MY2535,8
1e-5,0.655729,1e-5,1e-5,1e-5,1e-5,1e-5,0.344211,NA,NA,NA,NA,NA,NA,NA,MY2573,8
0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,MY2585,8
0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,MY2693,8
0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,MY2713,8
0.432474,0.059117,1e-5,0.374498,1e-5,1e-5,1e-5,0.133871,NA,NA,NA,NA,NA,NA,NA,MY2741,8
0.182943,1e-5,1e-5,0.752525,1e-5,1e-5,0.064482,1e-5,NA,NA,NA,NA,NA,NA,NA,MY518,8
0.840813,1e-5,1e-5,1e-5,1e-5,1e-5,0.159127,1e-5,NA,NA,NA,NA,NA,NA,NA,MY679,8
0.273753,0.695811,1e-5,1e-5,1e-5,1e-5,1e-5,0.030386,NA,NA,NA,NA,NA,NA,NA,MY772,8
1e-5,0.103708,1e-5,0.587564,1e-5,1e-5,1e-5,0.308678,NA,NA,NA,NA,NA,NA,NA,MY795,8
0.775205,0.184487,1e-5,1e-5,1e-5,1e-5,1e-5,0.040258,NA,NA,NA,NA,NA,NA,NA,MY920,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,NA,NA,NA,NA,NA,NA,NA,N2,8
0.543057,0.389428,1e-5,1e-5,1e-5,1e-5,0.052834,0.014641,NA,NA,NA,NA,NA,NA,NA,NIC1,8
1e-5,0.598569,1e-5,1e-5,1e-5,1e-5,1e-5,0.401371,NA,NA,NA,NA,NA,NA,NA,NIC1049,8
1e-5,0.194436,1e-5,1e-5,1e-5,1e-5,1e-5,0.805504,NA,NA,NA,NA,NA,NA,NA,NIC1107,8
0.358655,0.370579,1e-5,1e-5,1e-5,1e-5,0.218925,0.051801,NA,NA,NA,NA,NA,NA,NA,NIC166,8
0.051764,0.068084,1e-5,1e-5,0.366932,1e-5,0.358633,0.154557,NA,NA,NA,NA,NA,NA,NA,NIC195,8
1e-5,0.280762,1e-5,1e-5,0.526987,1e-5,0.1922,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC199,8
0.544367,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.455573,NA,NA,NA,NA,NA,NA,NA,NIC2,8
0.65739,0.197042,1e-5,1e-5,1e-5,1e-5,0.080179,0.06535,NA,NA,NA,NA,NA,NA,NA,NIC207,8
0.747571,1e-5,0.018595,1e-5,1e-5,1e-5,0.233785,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC231,8
1e-5,0.042905,1e-5,1e-5,1e-5,1e-5,0.957035,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC236,8
0.04617,0.211671,1e-5,1e-5,1e-5,1e-5,0.305433,0.436686,NA,NA,NA,NA,NA,NA,NA,NIC242,8
1e-5,1e-5,1e-5,1e-5,0.838532,1e-5,1e-5,0.161408,NA,NA,NA,NA,NA,NA,NA,NIC251,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC252,8
0.669971,0.102398,1e-5,1e-5,1e-5,1e-5,1e-5,0.227581,NA,NA,NA,NA,NA,NA,NA,NIC255,8
1e-5,1e-5,1e-5,1e-5,0.291731,1e-5,0.708209,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC256,8
1e-5,1e-5,1e-5,1e-5,0.86994,1e-5,0.13,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC258,8
1e-5,0.171348,1e-5,1e-5,0.078306,1e-5,0.638309,0.111998,NA,NA,NA,NA,NA,NA,NA,NIC259,8
1e-5,1e-5,1e-5,1e-5,0.483933,1e-5,0.516007,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC260,8
1e-5,1e-5,1e-5,1e-5,0.610776,1e-5,0.389164,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC261,8
1e-5,1e-5,1e-5,1e-5,0.465411,1e-5,0.534529,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC262,8
1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC265,8
1e-5,1e-5,1e-5,1e-5,0.067088,1e-5,0.666325,0.266537,NA,NA,NA,NA,NA,NA,NA,NIC266,8
0.267739,1e-5,1e-5,1e-5,1e-5,1e-5,0.732201,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC267,8
0.061694,1e-5,0.435348,1e-5,1e-5,1e-5,0.502908,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC268,8
1e-5,0.158249,1e-5,1e-5,1e-5,1e-5,0.841691,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC269,8
1e-5,1e-5,1e-5,1e-5,0.318857,1e-5,0.681083,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC271,8
1e-5,0.007603,1e-5,1e-5,1e-5,1e-5,0.992337,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC272,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC274,8
0.199328,1e-5,1e-5,1e-5,1e-5,1e-5,0.800612,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC275,8
1.3e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999927,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC276,8
0.410327,0.589613,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC277,8
0.400847,0.492026,1e-5,0.027212,1e-5,1e-5,0.079875,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC3,8
1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC501,8
0.656072,0.317058,1e-5,1e-5,1e-5,1e-5,1e-5,0.02682,NA,NA,NA,NA,NA,NA,NA,NIC511,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC513,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC514,8
0.366415,0.194025,1e-5,1e-5,0.027828,1e-5,0.411692,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC515,8
0.414376,0.190754,1e-5,1e-5,1e-5,1e-5,0.309192,0.085638,NA,NA,NA,NA,NA,NA,NA,NIC522,8
0.467256,1e-5,0.106785,1e-5,1e-5,1e-5,0.425908,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC523,8
0.495616,0.14791,1e-5,1e-5,0.075206,1e-5,0.281229,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC526,8
0.218438,0.610749,1e-5,1e-5,0.017858,1e-5,0.140574,0.012352,NA,NA,NA,NA,NA,NA,NA,NIC527,8
0.848169,0.052508,1e-5,1e-5,1e-5,1e-5,0.099273,1e-5,NA,NA,NA,NA,NA,NA,NA,NIC528,8
0.696623,0.06291,1e-5,1e-5,1e-5,1e-5,0.163112,0.077315,NA,NA,NA,NA,NA,NA,NA,NIC529,8
0.87357,1e-5,1e-5,0.12637,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,PB303,8
1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,PB306,8
1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,PS2025,8
0.703127,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.296813,NA,NA,NA,NA,NA,NA,NA,PX179,8
0.385969,1e-5,0.002751,0.354765,0.17258,1e-5,0.056661,0.027254,NA,NA,NA,NA,NA,NA,NA,QG2075,8
0.59656,1e-5,1e-5,0.08986,1e-5,1e-5,0.31353,1e-5,NA,NA,NA,NA,NA,NA,NA,QG536,8
1e-5,1e-5,0.121822,0.878118,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,QG556,8
1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,QG557,8
0.545132,0.200947,1e-5,1e-5,0.253872,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,QW947,8
1e-5,1e-5,1e-5,1.7e-5,1e-5,0.999923,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,QX1211,8
1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,QX1212,8
0.142157,1.6e-5,1e-5,0.857777,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,QX1233,8
0.062089,0.048045,0.541486,0.11465500000000001,0.116739,1e-5,1e-5,0.116966,NA,NA,NA,NA,NA,NA,NA,QX1791,8
0.224667,1e-5,0.60575,1e-5,1e-5,1e-5,0.169533,1e-5,NA,NA,NA,NA,NA,NA,NA,QX1792,8
1e-5,1e-5,0.818343,0.036055,1e-5,1e-5,0.145551,1e-5,NA,NA,NA,NA,NA,NA,NA,QX1793,8
1e-5,1e-5,0.775977,0.223963,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,QX1794,8
0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,RC301,8
0.395245,0.076535,1e-5,0.12889,0.399291,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,WN2001,8
0.584008,1e-5,1e-5,1e-5,0.137639,1e-5,0.023705,0.254608,NA,NA,NA,NA,NA,NA,NA,WN2002,8
0.626249,1e-5,1e-5,0.373691,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,WN2033,8
1e-5,0.61451,1e-5,1e-5,1e-5,1e-5,1e-5,0.38543,NA,NA,NA,NA,NA,NA,NA,WN2050,8
1e-5,1e-5,0.720689,0.279251,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,XZ1513,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,XZ1514,8
1e-5,1e-5,0.420704,0.441419,1e-5,0.137828,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,XZ1515,8
1e-5,1e-5,1e-5,1e-5,0.085012,0.914928,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,XZ1516,8
0.689581,1e-5,1e-5,0.310369,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,AB1,7
1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,BRC20067,7
1.5e-5,0.196728,0.062281,0.740946,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,BRC20263,7
0.99994,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CB4851,7
0.510093,1e-5,1e-5,0.489857,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CB4852,7
0.001856,1.1e-5,0.052842,0.945261,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CB4853,7
0.008126,0.055467,1e-5,0.924648,1e-5,1e-5,0.011729,NA,NA,NA,NA,NA,NA,NA,NA,CB4854,7
1e-5,1e-5,0.084989,0.914961,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CB4855,7
1e-5,0.077726,0.821694,1e-5,0.10054,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CB4856,7
1e-5,1e-5,0.091467,0.908482,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CB4857,7
1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CB4858,7
0.570821,1e-5,1e-5,1e-5,0.429129,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CB4932,7
1e-5,0.012652,0.267971,0.719337,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CX11254,7
1e-5,1e-5,0.398898,0.601052,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CX11262,7
1e-5,1e-5,0.499992,0.499958,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CX11264,7
1e-5,0.11653,1e-5,0.88342,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CX11271,7
0.032255,0.108795,0.064274,0.794646,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CX11276,7
1e-5,0.11558,0.300213,0.584167,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CX11285,7
1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CX11292,7
1e-5,0.068497,0.207205,0.667334,0.056935,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CX11307,7
1e-5,1e-5,0.206697,0.793253,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CX11314,7
1e-5,1e-5,0.249207,0.750743,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,CX11315,7
1e-5,1e-5,1e-5,0.253713,0.746237,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,DL200,7
0.032959,1e-5,0.200751,0.766249,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,DL226,7
1e-5,0.046701,0.771346,1e-5,0.181913,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,DL238,7
1e-5,1e-5,0.977918,0.022032,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA189,7
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99994,NA,NA,NA,NA,NA,NA,NA,NA,ECA191,7
0.99994,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA252,7
1e-5,1e-5,1e-5,1e-5,1e-5,0.99994,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA347,7
1e-5,1e-5,0.680151,0.319799,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA348,7
1e-5,1e-5,0.324495,0.675453,1e-5,1.1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA349,7
1e-5,1e-5,1e-5,1e-5,1e-5,0.99994,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA36,7
1e-5,1e-5,2e-5,1e-5,1e-5,0.99993,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA363,7
0.007802,0.040024,0.53694,1e-5,0.182526,0.232688,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA369,7
1e-5,0.024923,0.928895,0.046142,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA372,7
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99994,NA,NA,NA,NA,NA,NA,NA,NA,ECA396,7
0.044536,0.063594,0.071064,1e-5,1e-5,0.634086,0.186701,NA,NA,NA,NA,NA,NA,NA,NA,ECA701,7
1e-5,1e-5,0.771238,1e-5,0.087958,1e-5,0.140764,NA,NA,NA,NA,NA,NA,NA,NA,ECA703,7
1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA705,7
1e-5,1e-5,0.875127,1e-5,0.124823,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA706,7
1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA710,7
1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA712,7
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99994,NA,NA,NA,NA,NA,NA,NA,NA,ECA722,7
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99994,NA,NA,NA,NA,NA,NA,NA,NA,ECA723,7
1e-5,1e-5,1e-5,1e-5,1e-5,0.99994,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA724,7
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99994,NA,NA,NA,NA,NA,NA,NA,NA,ECA730,7
1e-5,1e-5,0.90297,1e-5,0.09698,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA732,7
1e-5,1e-5,0.898946,1e-5,0.101004,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA733,7
1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA738,7
1e-5,1e-5,1e-5,1e-5,1e-5,0.99994,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA740,7
1.9e-5,1e-5,1e-5,1e-5,1e-5,0.999931,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA741,7
1e-5,1.7e-5,1.1e-5,1e-5,1e-5,0.999932,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA742,7
0.042829,1e-5,0.900135,0.056996,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA743,7
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99994,NA,NA,NA,NA,NA,NA,NA,NA,ECA744,7
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99994,NA,NA,NA,NA,NA,NA,NA,NA,ECA745,7
1e-5,1.4e-5,1.3e-5,1e-5,1e-5,1e-5,0.999934,NA,NA,NA,NA,NA,NA,NA,NA,ECA746,7
1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA760,7
1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA768,7
1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA777,7
1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA778,7
1e-5,1e-5,0.943902,1e-5,1e-5,1e-5,0.056048,NA,NA,NA,NA,NA,NA,NA,NA,ECA807,7
1e-5,1e-5,0.999932,1.8e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ECA812,7
1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ED3005,7
1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ED3011,7
0.99994,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ED3012,7
0.136236,1e-5,1e-5,0.338979,0.524742,1.3e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ED3017,7
1e-5,0.265509,1e-5,0.734441,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ED3040,7
1e-5,0.258172,1e-5,0.578457,0.163331,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ED3046,7
1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ED3048,7
1e-5,0.256904,1e-5,0.585449,0.157607,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ED3049,7
1e-5,0.290209,1e-5,0.657268,0.052482,1.2e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ED3052,7
1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ED3073,7
1e-5,0.062634,1e-5,0.877211,0.060114,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,ED3077,7
0.479481,1e-5,1e-5,0.520469,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,EG4347,7
1e-5,0.133175,1e-5,0.579454,0.287331,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,EG4349,7
0.051732,0.427857,1e-5,0.384743,0.135638,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,EG4724,7
0.030229,0.71177,1e-5,0.257961,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,EG4725,7
0.111019,1e-5,1e-5,0.888931,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,EG4946,7
1e-5,0.00291,1e-5,0.973969,0.023082,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,GXW1,7
0.336791,1.8e-5,1e-5,0.459599,0.203562,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JT11398,7
1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1088,7
1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1172,7
0.99994,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1200,7
0.677904,1e-5,1e-5,1e-5,0.322046,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1212,7
1e-5,1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1213,7
1e-5,1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1242,7
0.237678,1e-5,1e-5,1.5e-5,0.762268,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1246,7
0.99994,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1249,7
0.552075,1e-5,1e-5,0.447875,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1395,7
1e-5,0.264158,1e-5,0.296834,0.438967,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1400,7
1e-5,0.039182,1e-5,0.716678,0.2441,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1409,7
0.111152,1e-5,1e-5,0.59161,0.297198,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1440,7
0.032683,0.42542,1e-5,0.114697,0.42717,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1491,7
1e-5,1e-5,1e-5,0.338299,0.661651,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1530,7
0.962583,1e-5,1e-5,0.037367,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1543,7
0.99994,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1568,7
1e-5,1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1580,7
0.179282,1e-5,1e-5,1e-5,0.820668,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1581,7
0.99994,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1586,7
0.461217,0.068986,1e-5,0.379552,0.090216,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1652,7
1e-5,1e-5,1e-5,0.042871,0.957079,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1666,7
0.653225,1.6e-5,1e-5,1e-5,0.346719,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1792,7
1e-5,1e-5,1e-5,1e-5,0.99994,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1793,7
0.186511,1e-5,1e-5,0.477379,0.33607,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1808,7
0.96119,1e-5,1e-5,0.03876,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,JU1896,7
