A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,samples,K_value
1.3e-5,1.6e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999884,1.7e-5,1e-5,1e-5,NA,NA,NA,NA,ECA723,11
1e-5,1e-5,0.008431,1e-5,1e-5,0.991476,1.3e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA724,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA730,11
0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA732,11
0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA733,11
1e-5,1e-5,0.279258,1e-5,0.720652,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA738,11
1e-5,1e-5,1e-5,1e-5,1e-5,0.999895,1e-5,1e-5,1.5e-5,1e-5,1e-5,NA,NA,NA,NA,ECA740,11
1e-5,1e-5,1e-5,1e-5,1e-5,0.999898,1e-5,1.2e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA741,11
1e-5,1.2e-5,1e-5,1e-5,1.3e-5,0.999881,1e-5,1.6e-5,1e-5,1.8e-5,1e-5,NA,NA,NA,NA,ECA742,11
1e-5,0.044726,0.025694,0.052205,0.84473,1e-5,1e-5,1e-5,0.032585,1e-5,1e-5,NA,NA,NA,NA,ECA743,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA744,11
1e-5,1e-5,1e-5,1.2e-5,1e-5,1e-5,1e-5,0.999898,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA745,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA746,11
1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA760,11
1e-5,1e-5,1e-5,1.1e-5,0.999899,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA768,11
1e-5,1e-5,1e-5,1e-5,0.999896,1e-5,1e-5,1e-5,1.4e-5,1e-5,1e-5,NA,NA,NA,NA,ECA777,11
1e-5,1e-5,1e-5,1e-5,0.999896,1e-5,1e-5,1e-5,1.4e-5,1e-5,1e-5,NA,NA,NA,NA,ECA778,11
1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA807,11
1e-5,1e-5,1e-5,1e-5,0.999899,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,ECA812,11
1e-5,1e-5,0.262562,0.05976,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.677598,NA,NA,NA,NA,ED3005,11
1e-5,1e-5,0.335005,0.242701,1e-5,1e-5,1e-5,1e-5,1e-5,0.135938,0.286286,NA,NA,NA,NA,ED3011,11
1e-5,0.72135,1e-5,0.27856,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,ED3012,11
1e-5,1e-5,1e-5,0.540785,1e-5,1e-5,1e-5,1e-5,0.459125,1e-5,1e-5,NA,NA,NA,NA,ED3017,11
1e-5,1e-5,1e-5,0.277931,1e-5,1e-5,1e-5,1e-5,1e-5,0.721979,1e-5,NA,NA,NA,NA,ED3040,11
1e-5,1e-5,1e-5,0.352974,1e-5,1e-5,1e-5,1e-5,0.1527,0.494246,1e-5,NA,NA,NA,NA,ED3046,11
1.4e-5,1.7e-5,1e-5,0.679556,1e-5,1e-5,1e-5,1e-5,1e-5,0.320344,1e-5,NA,NA,NA,NA,ED3048,11
1e-5,1e-5,1e-5,0.348489,1e-5,1e-5,1e-5,1e-5,0.148789,0.502642,1e-5,NA,NA,NA,NA,ED3049,11
1e-5,1e-5,1e-5,0.25064,1e-5,1e-5,1e-5,1e-5,1e-5,0.74927,1e-5,NA,NA,NA,NA,ED3052,11
1e-5,1e-5,1e-5,0.934359,1e-5,1e-5,1e-5,1e-5,1e-5,0.065551,1e-5,NA,NA,NA,NA,ED3073,11
1e-5,1e-5,1e-5,0.75534,1e-5,1e-5,0.002367,1e-5,0.034257,0.207966,1e-5,NA,NA,NA,NA,ED3077,11
1e-5,0.261096,0.063511,0.675313,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,EG4347,11
1e-5,1e-5,1e-5,0.222824,1e-5,1e-5,0.014195,1e-5,0.193368,1e-5,0.569544,NA,NA,NA,NA,EG4349,11
1e-5,0.020153,1e-5,0.20714,1e-5,1e-5,1e-5,1e-5,0.124086,0.64855,1e-5,NA,NA,NA,NA,EG4724,11
1e-5,1e-5,1e-5,0.124487,1e-5,1e-5,0.282191,1e-5,1e-5,0.593241,1e-5,NA,NA,NA,NA,EG4725,11
1e-5,0.024101,0.406269,0.569549,1e-5,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,EG4946,11
1e-5,1e-5,1e-5,0.909434,1e-5,1e-5,1e-5,1e-5,1e-5,0.090476,1e-5,NA,NA,NA,NA,GXW1,11
1e-5,0.160151,1e-5,0.690335,1e-5,1e-5,1e-5,1e-5,0.110807,0.038637,1e-5,NA,NA,NA,NA,JT11398,11
1e-5,1e-5,1e-5,0.78102,1e-5,1e-5,1e-5,1e-5,1e-5,0.21889,1e-5,NA,NA,NA,NA,JU1088,11
1e-5,1e-5,0.765549,0.234361,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU1172,11
1e-5,0.682998,1e-5,0.316912,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU1200,11
0.08567,0.725328,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,0.188922,1e-5,1e-5,NA,NA,NA,NA,JU1212,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,NA,NA,NA,NA,JU1213,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,NA,NA,NA,NA,JU1242,11
1e-5,0.250224,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.749686,1e-5,1e-5,NA,NA,NA,NA,JU1246,11
1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU1249,11
1e-5,0.25326,1e-5,0.746648,1e-5,1e-5,1e-5,1.2e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU1395,11
1e-5,1e-5,1e-5,0.204082,1e-5,1e-5,0.045369,1e-5,0.370459,0.38002,1e-5,NA,NA,NA,NA,JU1400,11
1e-5,1e-5,1e-5,0.644812,1e-5,1e-5,1e-5,1e-5,0.152121,0.202986,1e-5,NA,NA,NA,NA,JU1409,11
1e-5,0.006749,1e-5,0.687095,1e-5,1e-5,1e-5,1e-5,0.18064,0.125447,1e-5,NA,NA,NA,NA,JU1440,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.364017,0.635893,1e-5,NA,NA,NA,NA,JU1491,11
1e-5,1e-5,1e-5,0.417306,1e-5,1e-5,1e-5,1e-5,0.582604,1e-5,1e-5,NA,NA,NA,NA,JU1530,11
1e-5,0.65206,1e-5,0.34785,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU1543,11
1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU1568,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,NA,NA,NA,NA,JU1580,11
0.067559,0.103112,1e-5,0.171678,1e-5,1e-5,1e-5,1e-5,0.65758,1e-5,1e-5,NA,NA,NA,NA,JU1581,11
1e-5,0.861778,1e-5,0.138132,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU1586,11
1e-5,0.337599,1e-5,0.582993,1e-5,1e-5,0.079329,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU1652,11
1e-5,0.022996,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.976914,1e-5,1e-5,NA,NA,NA,NA,JU1666,11
1e-5,0.689435,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.310475,1e-5,1e-5,NA,NA,NA,NA,JU1792,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,NA,NA,NA,NA,JU1793,11
1e-5,0.135212,2e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.179676,1e-5,0.685022,NA,NA,NA,NA,JU1808,11
0.031787,0.654548,1e-5,0.313585,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU1896,11
1e-5,0.102256,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.897654,1e-5,1e-5,NA,NA,NA,NA,JU1934,11
0.199819,0.025318,1e-5,1e-5,1e-5,1.7e-5,1e-5,1e-5,0.524188,0.250599,1e-5,NA,NA,NA,NA,JU2001,11
0.018765,1e-5,1e-5,0.502314,1e-5,1e-5,1e-5,1e-5,0.182837,0.214345,0.081678,NA,NA,NA,NA,JU2007,11
1e-5,1e-5,0.686517,0.313393,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU2016,11
0.130618,0.068426,0.40346,0.272208,1e-5,1e-5,1e-5,1e-5,1e-5,0.085963,0.039275,NA,NA,NA,NA,JU2017,11
0.0127,0.142023,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.845197,1e-5,1e-5,NA,NA,NA,NA,JU2106,11
1e-5,0.034485,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.831556,0.133879,1e-5,NA,NA,NA,NA,JU2131,11
1e-5,0.219596,1e-5,1e-5,1.1e-5,1.1e-5,1e-5,1e-5,0.780312,1e-5,1e-5,NA,NA,NA,NA,JU2141,11
1.58e-4,0.551605,1e-5,0.404098,1e-5,1e-5,0.044068,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU2234,11
1e-5,1e-5,1e-5,1e-5,1.8e-5,1e-5,1e-5,1e-5,0.999892,1e-5,1e-5,NA,NA,NA,NA,JU2250,11
1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU2257,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999899,1e-5,1.1e-5,1e-5,1e-5,NA,NA,NA,NA,JU2316,11
1e-5,1e-5,1e-5,0.626128,1e-5,1e-5,1e-5,1e-5,0.144591,0.2292,1e-5,NA,NA,NA,NA,JU2464,11
1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU2466,11
1e-5,1e-5,0.344298,0.278516,1e-5,1e-5,1e-5,1e-5,0.377106,1e-5,1e-5,NA,NA,NA,NA,JU2478,11
1e-5,0.072771,1e-5,0.865712,1e-5,1e-5,1e-5,1e-5,0.020539,0.040909,1e-5,NA,NA,NA,NA,JU2513,11
1e-5,1.7e-5,1e-5,1e-5,1e-5,1e-5,0.713829,1e-5,1e-5,0.286074,1e-5,NA,NA,NA,NA,JU2519,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,NA,NA,NA,NA,JU2522,11
1.1e-5,1e-5,1e-5,1.1e-5,1e-5,1e-5,0.999899,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU2526,11
1e-5,1e-5,1e-5,0.553552,1e-5,1e-5,1e-5,1e-5,0.446358,1e-5,1e-5,NA,NA,NA,NA,JU2534,11
1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU2565,11
1e-5,0.770245,1e-5,0.113902,1e-5,1e-5,1e-5,1e-5,0.115773,1e-5,1e-5,NA,NA,NA,NA,JU2566,11
1.2e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999889,1.9e-5,1e-5,NA,NA,NA,NA,JU2570,11
1e-5,0.709448,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.290462,1e-5,1e-5,NA,NA,NA,NA,JU2572,11
1e-5,0.83492,1.5e-5,1e-5,1e-5,1e-5,1e-5,1.3e-5,0.164982,1e-5,1e-5,NA,NA,NA,NA,JU2575,11
0.091793,0.015965,1e-5,0.336444,1e-5,1e-5,1e-5,1e-5,0.554878,1e-5,8.6e-4,NA,NA,NA,NA,JU2576,11
1e-5,1e-5,1e-5,0.457496,1e-5,1e-5,1e-5,1e-5,1e-5,0.542414,1e-5,NA,NA,NA,NA,JU2578,11
0.132455,0.070774,1e-5,1e-5,1e-5,1e-5,0.351847,1e-5,0.097688,0.347177,1e-5,NA,NA,NA,NA,JU258,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,NA,NA,NA,NA,JU2581,11
1e-5,1e-5,1e-5,0.154338,1e-5,1e-5,0.112716,1e-5,0.077208,0.655669,1e-5,NA,NA,NA,NA,JU2586,11
1e-5,1e-5,1e-5,0.1127,1e-5,1e-5,1e-5,1e-5,0.095606,1e-5,0.791614,NA,NA,NA,NA,JU2587,11
1e-5,0.816724,1e-5,1e-5,1e-5,1e-5,0.022935,1e-5,0.091148,0.069123,1e-5,NA,NA,NA,NA,JU2592,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,NA,NA,NA,NA,JU2593,11
1e-5,1e-5,1e-5,0.002319,1e-5,1e-5,1e-5,1e-5,0.997591,1e-5,1e-5,NA,NA,NA,NA,JU2600,11
1e-5,1e-5,1e-5,0.003757,1e-5,1e-5,1e-5,1e-5,0.996153,1e-5,1e-5,NA,NA,NA,NA,JU2610,11
1e-5,1e-5,0.177774,0.674056,1e-5,1e-5,1e-5,1e-5,1e-5,0.148089,1e-5,NA,NA,NA,NA,JU2619,11
1e-5,0.467065,1e-5,0.159944,1e-5,1e-5,1e-5,1e-5,0.372911,1e-5,1e-5,NA,NA,NA,NA,JU2800,11
0.192454,1e-5,0.017396,0.454041,1e-5,1e-5,0.164015,1.4e-5,1e-5,0.17203,1e-5,NA,NA,NA,NA,JU2811,11
1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU2825,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,NA,NA,NA,NA,JU2829,11
0.072467,1e-5,0.048379,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.547199,0.331886,NA,NA,NA,NA,JU2838,11
0.091283,1e-5,1e-5,0.605505,1e-5,1e-5,1e-5,1e-5,0.303132,1e-5,1e-5,NA,NA,NA,NA,JU2841,11
1e-5,0.254208,1e-5,0.379173,1e-5,1e-5,1e-5,1e-5,1e-5,0.366539,1e-5,NA,NA,NA,NA,JU2853,11
1e-5,0.003358,0.426445,0.334683,1e-5,1e-5,0.030298,1e-5,0.135274,0.069892,1e-5,NA,NA,NA,NA,JU2862,11
1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU2866,11
1e-5,1e-5,0.18473,0.617716,1e-5,1e-5,1e-5,1e-5,1e-5,0.197475,1e-5,NA,NA,NA,NA,JU2878,11
1e-5,1e-5,0.298322,0.076059,0.208736,1e-5,1e-5,1e-5,1e-5,1e-5,0.416813,NA,NA,NA,NA,JU2879,11
1e-5,0.215485,1e-5,0.520081,1e-5,1e-5,1e-5,1e-5,0.264353,1e-5,1e-5,NA,NA,NA,NA,JU2906,11
1e-5,0.520035,1e-5,0.479872,1e-5,1e-5,1.3e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU2907,11
1e-5,1e-5,1e-5,0.412869,1e-5,1e-5,1e-5,1e-5,0.587041,1e-5,1e-5,NA,NA,NA,NA,JU310,11
1e-5,0.782558,1e-5,0.065245,1e-5,1e-5,1e-5,1e-5,0.140303,1e-5,0.011824,NA,NA,NA,NA,JU311,11
1e-5,0.159879,1e-5,0.383364,1e-5,1e-5,1e-5,1e-5,1e-5,0.456677,1e-5,NA,NA,NA,NA,JU3125,11
1e-5,0.18184,1e-5,0.208539,1e-5,1e-5,1e-5,1e-5,1e-5,0.60954,1e-5,NA,NA,NA,NA,JU3127,11
1e-5,0.002708,1e-5,0.758862,1e-5,1e-5,0.012627,1e-5,0.225733,1e-5,1e-5,NA,NA,NA,NA,JU3128,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,NA,NA,NA,NA,JU3132,11
1e-5,0.016018,1e-5,0.76489,1e-5,1e-5,1e-5,1e-5,0.133263,0.085759,1e-5,NA,NA,NA,NA,JU3134,11
1.6e-5,1.2e-5,1e-5,0.999892,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU3135,11
1e-5,0.162265,1e-5,0.090919,0.044108,1e-5,1e-5,1e-5,0.290968,0.41168,1e-5,NA,NA,NA,NA,JU3137,11
1.1e-5,1.4e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,0.999887,1.7e-5,1e-5,NA,NA,NA,NA,JU3140,11
1e-5,1e-5,1e-5,0.322822,1e-5,1e-5,1e-5,1e-5,0.109345,0.20105,0.366712,NA,NA,NA,NA,JU3144,11
1e-5,1e-5,1e-5,0.372107,1e-5,1e-5,1e-5,1e-5,0.430619,0.197194,1e-5,NA,NA,NA,NA,JU323,11
1e-5,1e-5,1e-5,0.507458,1e-5,1e-5,1e-5,1e-5,0.492452,1e-5,1e-5,NA,NA,NA,NA,JU346,11
1e-5,1e-5,1e-5,0.386084,1e-5,1e-5,1e-5,1e-5,0.064104,1e-5,0.549732,NA,NA,NA,NA,JU360,11
1e-5,0.945253,1e-5,0.054657,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU367,11
1e-5,0.159227,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.840683,1e-5,1e-5,NA,NA,NA,NA,JU393,11
1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU394,11
1e-5,0.211507,1e-5,1e-5,1.4e-5,1e-5,1e-5,1e-5,0.7884,1e-5,1e-5,NA,NA,NA,NA,JU397,11
1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU406,11
1e-5,0.648635,1e-5,0.205326,1e-5,1e-5,1e-5,1e-5,0.145959,1e-5,1e-5,NA,NA,NA,NA,JU440,11
1e-5,0.194369,1e-5,0.785725,1e-5,1e-5,1e-5,1e-5,0.019826,1e-5,1e-5,NA,NA,NA,NA,JU561,11
1e-5,1e-5,1e-5,0.505091,1e-5,1e-5,1e-5,1e-5,0.264312,0.230516,1e-5,NA,NA,NA,NA,JU642,11
1e-5,1e-5,1e-5,0.00738,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99253,NA,NA,NA,NA,JU751,11
1e-5,1e-5,1e-5,0.288859,0.057705,1e-5,1e-5,1e-5,1e-5,0.653356,1e-5,NA,NA,NA,NA,JU774,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,JU775,11
1e-5,1e-5,1e-5,1e-5,0.055318,1e-5,0.032413,1e-5,1e-5,0.912188,1e-5,NA,NA,NA,NA,JU778,11
1e-5,1e-5,1e-5,0.026341,1e-5,1e-5,0.66968,1e-5,1e-5,0.303899,1e-5,NA,NA,NA,NA,JU782,11
1e-5,1e-5,1e-5,1e-5,1.3e-5,1e-5,1e-5,1e-5,0.999897,1e-5,1e-5,NA,NA,NA,NA,JU792,11
1e-5,1.7e-5,1e-5,0.42004,1e-5,1.3e-5,1.6e-5,1e-5,1e-5,0.073057,0.506807,NA,NA,NA,NA,JU830,11
1e-5,0.165206,1e-5,0.267768,1e-5,1e-5,1e-5,1e-5,0.566412,5.44e-4,1e-5,NA,NA,NA,NA,JU847,11
1e-5,1e-5,0.066172,0.6276,1e-5,1e-5,1e-5,1e-5,0.02339,0.126669,0.15611,NA,NA,NA,NA,KR314,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,NA,NA,NA,NA,LKC34,11
1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,LSJ1,11
1e-5,1e-5,1e-5,0.33299,1e-5,1e-5,1e-5,1e-5,1e-5,0.632621,0.03431,NA,NA,NA,NA,MY1,11
1e-5,1e-5,1e-5,0.624069,1e-5,1e-5,0.302755,1e-5,0.036305,0.036801,1e-5,NA,NA,NA,NA,MY10,11
1e-5,1e-5,1e-5,1e-5,0.120714,1e-5,1e-5,1e-5,1e-5,1e-5,0.879196,NA,NA,NA,NA,MY16,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,NA,NA,NA,NA,MY18,11
1e-5,0.490751,1e-5,0.096592,1e-5,1e-5,1e-5,1e-5,0.412577,1e-5,1e-5,NA,NA,NA,NA,MY2147,11
1e-5,1e-5,1e-5,0.730147,1e-5,1e-5,1e-5,1e-5,0.122791,1e-5,0.146982,NA,NA,NA,NA,MY2212,11
1e-5,1e-5,1e-5,1e-5,0.510437,1e-5,1e-5,1e-5,1e-5,1e-5,0.489473,NA,NA,NA,NA,MY23,11
1e-5,0.509916,1e-5,0.10959,1e-5,1e-5,1e-5,1e-5,0.235805,0.086836,0.057793,NA,NA,NA,NA,MY2453,11
1e-5,1e-5,1e-5,0.780637,1e-5,1e-5,1e-5,1e-5,0.179515,0.039768,1e-5,NA,NA,NA,NA,MY2530,11
1e-5,1e-5,1e-5,0.756458,1e-5,1e-5,1e-5,1e-5,0.072714,0.170748,1e-5,NA,NA,NA,NA,MY2535,11
1e-5,0.340119,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.659791,1e-5,1e-5,NA,NA,NA,NA,MY2573,11
1e-5,1e-5,1e-5,0.999897,1e-5,1e-5,1.3e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,MY2585,11
1e-5,1e-5,1e-5,0.960228,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.039682,NA,NA,NA,NA,MY2693,11
1e-5,1e-5,1e-5,0.999899,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,MY2713,11
1e-5,1e-5,1e-5,0.333723,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.666187,NA,NA,NA,NA,MY2741,11
1e-5,1e-5,0.412856,0.069194,1e-5,1e-5,1e-5,1e-5,1e-5,0.065168,0.452711,NA,NA,NA,NA,MY518,11
1e-5,1e-5,1e-5,0.809122,1e-5,1e-5,1e-5,1e-5,1e-5,0.190788,1e-5,NA,NA,NA,NA,MY679,11
1e-5,0.007009,1e-5,0.285364,1e-5,1e-5,1e-5,1e-5,0.707546,1e-5,1e-5,NA,NA,NA,NA,MY772,11
1e-5,0.02245,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.97746,NA,NA,NA,NA,MY795,11
1e-5,1e-5,1e-5,0.804639,1e-5,1e-5,1e-5,1e-5,0.195271,1e-5,1e-5,NA,NA,NA,NA,MY920,11
1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,N2,11
1e-5,1e-5,1e-5,0.537592,1e-5,1e-5,1e-5,1e-5,0.391043,0.071285,1e-5,NA,NA,NA,NA,NIC1,11
1e-5,0.381514,1e-5,0.024945,1e-5,1e-5,1e-5,1e-5,0.593461,1e-5,1e-5,NA,NA,NA,NA,NIC1049,11
1e-5,0.794023,1.2e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.205885,1e-5,1e-5,NA,NA,NA,NA,NIC1107,11
1e-5,0.042248,1e-5,0.351926,1e-5,1e-5,1e-5,1e-5,0.375155,0.230601,1e-5,NA,NA,NA,NA,NIC166,11
0.240886,0.129079,1e-5,0.01215,1e-5,1e-5,0.274649,1e-5,0.029185,0.314001,1e-5,NA,NA,NA,NA,NIC195,11
0.133143,1e-5,1e-5,1e-5,1e-5,1e-5,0.467578,1e-5,0.27033,0.128879,1e-5,NA,NA,NA,NA,NIC199,11
1e-5,0.425122,1e-5,0.574788,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NIC2,11
1e-5,0.046455,1e-5,0.670979,1e-5,1.1e-5,1e-5,1e-5,0.201677,0.080818,1e-5,NA,NA,NA,NA,NIC207,11
1e-5,1e-5,1e-5,0.760836,0.045083,1e-5,1e-5,1e-5,1e-5,0.194002,1e-5,NA,NA,NA,NA,NIC231,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.045183,0.954727,1e-5,NA,NA,NA,NA,NIC236,11
1e-5,0.438872,1e-5,0.044505,1e-5,1e-5,1e-5,1e-5,0.205607,0.310945,1e-5,NA,NA,NA,NA,NIC242,11
0.253162,0.04759,1e-5,1e-5,1e-5,1e-5,0.699168,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NIC251,11
0.068154,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.931756,1e-5,NA,NA,NA,NA,NIC252,11
1e-5,0.207636,1e-5,0.679449,1e-5,1e-5,1e-5,1e-5,0.112835,1e-5,1e-5,NA,NA,NA,NA,NIC255,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.641916,1e-5,1e-5,0.357994,1e-5,NA,NA,NA,NA,NIC256,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999897,1e-5,1.3e-5,1e-5,1e-5,NA,NA,NA,NA,NIC258,11
1e-5,0.12168,1e-5,1e-5,1e-5,1e-5,0.175711,1e-5,0.165003,0.537535,1e-5,NA,NA,NA,NA,NIC259,11
1e-5,1e-5,1e-5,0.066757,1.5e-5,1e-5,0.701671,1e-5,1e-5,0.231487,1e-5,NA,NA,NA,NA,NIC260,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NIC261,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.871335,1e-5,1e-5,0.128575,1e-5,NA,NA,NA,NA,NIC262,11
1e-5,1e-5,1e-5,1.1e-5,1e-5,1e-5,0.999899,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NIC265,11
0.028665,0.252131,1e-5,1e-5,1e-5,1e-5,0.04804,1e-5,1e-5,0.671094,1e-5,NA,NA,NA,NA,NIC266,11
