isotype,max_pop_frac,pop_assignment,A,B,C,D,E,F,G,H,I,K,Hawaiian,latitude,longitude,isolation_date,start_date,end_date,nearest_station,station_distance,station_lat,station_lon,mean.temp,sd.temp
JU1793,0.9999,I,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,FALSE,49.12604,1.95114,2009-10-10,2009-04-13,2010-04-08,106070-99999,355.762203288067,49.983,6.7,9.30557593760531,7.73411486928863
JU1808,0.685022,K,1e-5,0.135212,2e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.179676,0.685022,FALSE,48.81257,2.395372,2009-10-14,2009-04-17,2010-04-12,106070-99999,337.561594773839,49.983,6.7,9.23733908599878,7.71958972826928
JU1896,0.654548,B,0.031787,0.654548,1e-5,0.313585,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,37.999722,23.749673,2010-01-02,2009-07-06,2010-07-01,167160-99999,13.1300990456781,37.9,23.733,18.9596814404432,6.27689321551353
JU1934,0.897654,I,1e-5,0.102256,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.897654,1e-5,FALSE,49.12604,1.95114,2009-10-25,2009-04-28,2010-04-23,106070-99999,355.762203288067,49.983,6.7,9.16229911722229,7.70603975657576
JU2001,0.524188,I,0.199819,0.025318,1e-5,1e-5,1e-5,1.7e-5,1e-5,1e-5,0.524188,1e-5,FALSE,-21.1,55.5,2010-09-01,2010-03-05,2011-02-28,619800-99999,23.6056188785858,-20.9,55.533,24.368088274549,2.10943282577023
JU2007,0.502314,D,0.018765,1e-5,1e-5,0.502314,1e-5,1e-5,1e-5,1e-5,0.182837,0.081678,FALSE,50.7608,-1.32413,2010-10-16,2010-04-19,2011-04-14,105000-99999,518.891517792203,50.967,6.05,10.4353512531788,7.24036006098239
JU2016,0.686517,C,1e-5,1e-5,0.686517,0.313393,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,37.757593,-122.463177,2010-11-01,2010-05-05,2011-04-30,724940-23234,17.555779561903,37.62,-122.39,13.9290485980178,3.64422740936447
JU2017,0.40346,C,0.130618,0.068426,0.40346,0.272208,1e-5,1e-5,1e-5,1e-5,1e-5,0.039275,FALSE,37.757593,-122.463177,2010-11-01,2010-05-05,2011-04-30,724940-23234,17.555779561903,37.62,-122.39,13.9290485980178,3.64422740936447
JU2106,0.845197,I,0.0127,0.142023,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.845197,1e-5,FALSE,43.606266,0.239824,2011-07-10,2011-01-11,2012-01-06,162592-99999,600.359917039434,44.533,7.617,13.3916958729903,8.03589541266471
JU2131,0.831556,I,1e-5,0.034485,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.831556,1e-5,FALSE,48.0497,-4.705,2011-08-09,2011-02-10,2012-02-05,NA,NA,NA,NA,NA,NA
JU2141,0.780312,I,1e-5,0.219596,1e-5,1e-5,1.1e-5,1.1e-5,1e-5,1e-5,0.780312,1e-5,FALSE,46.6293,1.0512,2011-10-23,2011-04-26,2012-04-20,160590-99999,535.803002447377,45.217,7.65,13.2046221177115,8.43921752040678
JU2234,0.551605,B,1.58e-4,0.551605,1e-5,0.404098,1e-5,1e-5,0.044068,1e-5,1e-5,1e-5,FALSE,47.227,-1.583,2012-11-11,2012-05-15,2013-05-10,106070-99999,682.00182707148,49.983,6.7,8.63762357366486,7.42717262284876
JU2250,0.999892,I,1e-5,1e-5,1e-5,1e-5,1.8e-5,1e-5,1e-5,1e-5,0.999892,1e-5,FALSE,48.285278,-1.891389,2012-11-15,2012-05-19,2013-05-14,105000-99999,645.397534521277,50.967,6.05,10.6944433951843,7.36110133074393
JU2257,0.9999,B,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,46.6,1.1,2013-08-15,2013-02-16,2014-02-11,160520-99999,514.013616460851,45.933,7.7,-5.35708594674514,6.20366261412325
JU2316,0.999899,G,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999899,1e-5,1.1e-5,1e-5,FALSE,38.7175,-9.1486,2013-08-25,2013-02-26,2014-02-21,601010-99999,438.580888257426,35.733,-5.9,18.3770941213912,4.94358766031202
JU2464,0.626128,D,1e-5,1e-5,1e-5,0.626128,1e-5,1e-5,1e-5,1e-5,0.144591,1e-5,FALSE,-13.155,-72.525,2013-01-01,2012-07-05,2013-06-30,846860-99999,76.2023990278308,-13.533,-71.933,13.0475657565391,1.64385717246497
JU2466,0.9999,D,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,-13.257,-72.266,2013-01-01,2012-07-05,2013-06-30,846860-99999,46.9803044100261,-13.533,-71.933,13.0475657565391,1.64385717246497
JU2478,0.377106,I,1e-5,1e-5,0.344298,0.278516,1e-5,1e-5,1e-5,1e-5,0.377106,1e-5,FALSE,50.85,4.351,2013-02-01,2012-08-05,2013-07-31,105000-99999,119.581806785905,50.967,6.05,10.5403060244091,7.42874745287096
JU2513,0.865712,D,1e-5,0.072771,1e-5,0.865712,1e-5,1e-5,1e-5,1e-5,0.020539,1e-5,FALSE,38.26016,22.0736,2013-05-07,2012-11-08,2013-11-03,166870-99999,58.000771618245,38.15,21.417,18.7918305709057,6.61980985654985
JU2519,0.713829,G,1e-5,1.7e-5,1e-5,1e-5,1e-5,1e-5,0.713829,1e-5,1e-5,1e-5,FALSE,38.7175,-9.1486,2013-08-25,2013-02-26,2014-02-21,601010-99999,438.580888257426,35.733,-5.9,18.3770941213912,4.94358766031202
JU2522,0.9999,J,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,38.7175,-9.1486,2013-08-25,2013-02-26,2014-02-21,601010-99999,438.580888257426,35.733,-5.9,18.3770941213912,4.94358766031202
JU2526,0.999899,G,1.1e-5,1e-5,1e-5,1.1e-5,1e-5,1e-5,0.999899,1e-5,1e-5,1e-5,FALSE,38.7175,-9.1486,2013-08-25,2013-02-26,2014-02-21,601010-99999,438.580888257426,35.733,-5.9,18.3770941213912,4.94358766031202
JU2534,0.553552,D,1e-5,1e-5,1e-5,0.553552,1e-5,1e-5,1e-5,1e-5,0.446358,1e-5,FALSE,49.357921,0.097087,2013-06-09,2012-12-11,2013-12-06,105000-99999,460.547873563415,50.967,6.05,10.7110596307038,7.37465057125989
JU2565,0.9999,B,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,44.958394,1.066213,2013-10-05,2013-04-08,2014-04-03,160595-99999,515.260786383126,45.083,7.6,14.8007415919505,7.67089276055613
JU2566,0.770245,B,1e-5,0.770245,1e-5,0.113902,1e-5,1e-5,1e-5,1e-5,0.115773,1e-5,FALSE,48.83886,2.44599,2013-10-02,2013-04-05,2014-03-31,106070-99999,332.977516340812,49.983,6.7,10.2616411701982,6.46868733856259
JU2570,0.999889,I,1.2e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999889,1e-5,FALSE,46.2657,-0.2685,2013-11-13,2013-05-17,2014-05-12,160520-99999,617.008121785764,45.933,7.7,-4.77466545814999,5.57125260350209
JU2572,0.709448,B,1e-5,0.709448,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.290462,1e-5,FALSE,48.81257,2.395372,2013-10-01,2013-04-04,2014-03-30,106070-99999,337.561594773839,49.983,6.7,10.2253651899111,6.47111607938628
JU2575,0.83492,B,1e-5,0.83492,1.5e-5,1e-5,1e-5,1e-5,1e-5,1.3e-5,0.164982,1e-5,FALSE,49.0857,3.0707,2013-10-26,2013-04-29,2014-04-24,106070-99999,280.148316517026,49.983,6.7,10.3566002864415,6.39588154760046
JU2576,0.554878,I,0.091793,0.015965,1e-5,0.336444,1e-5,1e-5,1e-5,1e-5,0.554878,8.6e-4,FALSE,49.0861,3.072,2013-10-26,2013-04-29,2014-04-24,106070-99999,280.043607914244,49.983,6.7,10.3566002864415,6.39588154760046
JU2578,0.542414,J,1e-5,1e-5,1e-5,0.457496,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,48.87613,2.4315,2013-10-27,2013-04-30,2014-04-25,106070-99999,332.299823314124,49.983,6.7,10.3790376123468,6.40610930426678
JU258,0.351847,G,0.132455,0.070774,1e-5,1e-5,1e-5,1e-5,0.351847,1e-5,0.097688,1e-5,FALSE,32.73,-16.89,2001-10-01,2001-04-04,2002-03-30,600050-99999,462.485603637417,28.61,-17.75,21.7291133033226,2.44071955600224
JU2581,0.9999,K,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,FALSE,46.6,1.1,2013-11-03,2013-05-07,2014-05-02,160520-99999,514.013616460851,45.933,7.7,-4.77349019989158,5.56586451504868
JU2586,0.655669,J,1e-5,1e-5,1e-5,0.154338,1e-5,1e-5,0.112716,1e-5,0.077208,1e-5,FALSE,48.897,2.159,2013-11-11,2013-05-15,2014-05-10,106070-99999,349.88941096322,49.973,6.693,10.3425231815547,6.3858128674729
JU2587,0.791614,K,1e-5,1e-5,1e-5,0.1127,1e-5,1e-5,1e-5,1e-5,0.095606,0.791614,FALSE,45.026713,3.872016,2013-11-10,2013-05-14,2014-05-09,160595-99999,293.935538672156,45.086,7.603,14.7774320031814,7.63908085281517
JU2592,0.816724,B,1e-5,0.816724,1e-5,1e-5,1e-5,1e-5,0.022935,1e-5,0.091148,1e-5,FALSE,48.628558,-2.403836,2013-11-11,2013-05-15,2014-05-10,105000-99999,660.633022321773,50.961,6.042,12.1876677691621,5.70629599081742
JU2593,0.9999,K,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,FALSE,48.822556,2.222334,2013-01-01,2012-07-05,2013-06-30,106070-99999,348.756893446321,49.983,6.7,8.36359267780633,7.31685342457247
JU2600,0.997591,I,1e-5,1e-5,1e-5,0.002319,1e-5,1e-5,1e-5,1e-5,0.997591,1e-5,FALSE,49.1242,1.9496,2013-11-20,2013-05-24,2014-05-19,106070-99999,355.929978032997,49.973,6.693,10.3742887793002,6.40908886948819
JU2610,0.996153,I,1e-5,1e-5,1e-5,0.003757,1e-5,1e-5,1e-5,1e-5,0.996153,1e-5,FALSE,49.1075,1.7915,2013-11-20,2013-05-24,2014-05-19,106070-99999,367.507326571302,49.973,6.693,10.3742887793002,6.40908886948819
JU2619,0.674056,D,1e-5,1e-5,0.177774,0.674056,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,32.998352,-117.275428,2014-01-01,2013-07-05,2014-06-30,722927-3177,14.3825557414991,33.128,-117.279,17.298070051787,3.44532484017552
JU2800,0.467065,B,1e-5,0.467065,1e-5,0.159944,1e-5,1e-5,1e-5,1e-5,0.372911,1e-5,FALSE,48.79,2.331,2014-09-01,2014-03-05,2015-02-28,106070-99999,342.903504533946,49.973,6.693,9.95078290477333,6.5620091867664
JU2811,0.454041,D,0.192454,1e-5,0.017396,0.454041,1e-5,1e-5,0.164015,1.4e-5,1e-5,1e-5,FALSE,-33.8632,151.219453,2014-09-24,2014-03-28,2015-03-23,947680-99999,2.32041843179816,-33.85,151.2,18.6566774395964,4.08962155370903
JU2825,0.9999,B,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,48.8092,2.3862,2014-11-14,2014-05-18,2015-05-13,106070-99999,338.329575954948,49.973,6.693,9.50148087756388,6.86643051688946
JU2829,0.9999,K,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,FALSE,46.632,1.064,2010-10-03,2010-04-06,2011-04-01,160590-99999,534.932671778443,45.217,7.65,12.5397034367802,7.91116515294406
JU2838,0.547199,J,0.072467,1e-5,0.048379,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.331886,FALSE,20.205961,-97.98832,2015-01-01,2014-07-05,2015-06-30,766340-99999,41.8662706292529,20.083,-98.367,15.4702140064237,2.81749235826863
JU2841,0.605505,D,0.091283,1e-5,1e-5,0.605505,1e-5,1e-5,1e-5,1e-5,0.303132,1e-5,FALSE,-40,176,2015-03-01,2014-09-02,2015-08-28,934040-99999,48.9927979481308,-40.317,175.6,13.3943961818962,4.22592305285003
JU2853,0.379173,D,1e-5,0.254208,1e-5,0.379173,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,41.19,-7.545,2015-05-01,2014-11-02,2015-10-28,603200-99999,615.756137399577,35.917,-5.35,19.5295092674751,4.86409409731118
JU2862,0.426445,C,1e-5,0.003358,0.426445,0.334683,1e-5,1e-5,0.030298,1e-5,0.135274,1e-5,FALSE,52.1944,0.1264,2015-06-06,2014-12-08,2015-12-03,100001-99999,419.162210559949,51.602,6.142,11.5756211422234,6.558220342775
JU2866,0.9999,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,34.0751,-118.4409,2015-06-28,2014-12-30,2015-12-25,722885-93197,6.62156392352685,34.016,-118.451,18.3980912873499,3.62819298019829
JU2878,0.617716,D,1e-5,1e-5,0.18473,0.617716,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,19.29732,-99.098769,2015-07-02,2015-01-03,2015-12-29,766810-99999,9.1165629015151,19.317,-99.183,17.9978137860082,3.17968566173222
JU2879,0.416813,K,1e-5,1e-5,0.298322,0.076059,0.208736,1e-5,1e-5,1e-5,1e-5,0.416813,FALSE,19.29732,-99.098769,2015-07-02,2015-01-03,2015-12-29,766810-99999,9.1165629015151,19.317,-99.183,17.9978137860082,3.17968566173222
JU2906,0.520081,D,1e-5,0.215485,1e-5,0.520081,1e-5,1e-5,1e-5,1e-5,0.264353,1e-5,FALSE,43.8023,11.2806,2015-12-13,2015-06-16,2016-06-10,161700-99999,6.14316062289376,43.81,11.205,15.8181230476786,7.09209833287504
JU2907,0.520035,B,1e-5,0.520035,1e-5,0.479872,1e-5,1e-5,1.3e-5,1e-5,1e-5,1e-5,FALSE,43.8021,11.2906,2015-12-13,2015-06-16,2016-06-10,161700-99999,6.9436778996793604,43.81,11.205,15.8181230476786,7.09209833287504
JU310,0.587041,I,1e-5,1e-5,1e-5,0.412869,1e-5,1e-5,1e-5,1e-5,0.587041,1e-5,FALSE,46.63,1.06,2002-08-25,2002-02-26,2003-02-21,996570-99999,426.464149195698,50.4,0,12.4190779351771,4.62392679970346
JU311,0.782558,B,1e-5,0.782558,1e-5,0.065245,1e-5,1e-5,1e-5,1e-5,0.140303,0.011824,FALSE,44.42,4.4,2002-09-08,2002-03-12,2003-03-07,160590-99999,271.326198756229,45.21,7.64,12.0824908800771,7.51109844951843
JU3125,0.456677,J,1e-5,0.159879,1e-5,0.383364,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,38.1127,13.3722,2016-04-20,2015-10-23,2016-10-17,164050-99999,25.6318138100173,38.176,13.091,19.0647471041368,4.88412763868154
JU3127,0.60954,J,1e-5,0.18184,1e-5,0.208539,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,38.11196,13.37274,2016-04-20,2015-10-23,2016-10-17,164050-99999,25.7000576259404,38.176,13.091,19.0647471041368,4.88412763868154
JU3128,0.758862,D,1e-5,0.002708,1e-5,0.758862,1e-5,1e-5,0.012627,1e-5,0.225733,1e-5,FALSE,37.076,15.2763,2016-04-23,2015-10-26,2016-10-20,164800-99999,45.4459374606772,36.683,15.133,19.104857150217,4.95727538714437
JU3132,0.9999,I,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,FALSE,48.7015,2.1725,2011-10-10,2011-04-13,2012-04-07,106070-99999,357.599137125117,49.983,6.7,9.73372486672664,7.03726032861227
JU3134,0.76489,D,1e-5,0.016018,1e-5,0.76489,1e-5,1e-5,1e-5,1e-5,0.133263,1e-5,FALSE,48.7015,2.1725,2011-11-11,2011-05-15,2012-05-09,106070-99999,357.599137125117,49.983,6.7,9.31358722646515,6.94123901609504
JU3135,0.999892,D,1.6e-5,1.2e-5,1e-5,0.999892,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,48.7015,2.1725,2013-10-29,2013-05-02,2014-04-27,106070-99999,357.599137125117,49.973,6.693,10.3890879886797,6.40509310429691
JU3137,0.41168,J,1e-5,0.162265,1e-5,0.090919,0.044108,1e-5,1e-5,1e-5,0.290968,1e-5,FALSE,48.7015,2.1725,2014-10-20,2014-04-23,2015-04-18,106070-99999,357.599137125117,49.973,6.693,9.48893390877455,6.74231579028755
JU3140,0.999887,I,1.1e-5,1.4e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,0.999887,1e-5,FALSE,48.71,-3.81,2009-08-09,2009-02-10,2010-02-05,105000-99999,750.970243184268,50.967,6.05,11.1668849538135,7.08317820059378
JU3144,0.366712,K,1e-5,1e-5,1e-5,0.322822,1e-5,1e-5,1e-5,1e-5,0.109345,0.366712,FALSE,6.18,10.52,2016-05-01,2015-11-03,2016-10-28,649100-99999,256.287801271654,4.006,9.719,27.4007673021169,1.36393636529977
JU323,0.430619,I,1e-5,1e-5,1e-5,0.372107,1e-5,1e-5,1e-5,1e-5,0.430619,1e-5,FALSE,44.42,4.4,2002-09-08,2002-03-12,2003-03-07,160590-99999,271.326198756229,45.21,7.64,12.0824908800771,7.51109844951843
JU346,0.507458,D,1e-5,1e-5,1e-5,0.507458,1e-5,1e-5,1e-5,1e-5,0.492452,1e-5,FALSE,44.42,4.4,2002-09-08,2002-03-12,2003-03-07,160590-99999,271.326198756229,45.21,7.64,12.0824908800771,7.51109844951843
JU360,0.549732,K,1e-5,1e-5,1e-5,0.386084,1e-5,1e-5,1e-5,1e-5,0.064104,0.549732,FALSE,48.98,2.23,2002-09-16,2002-03-20,2003-03-15,996570-99999,225.447097037414,50.4,0,12.3957201000522,4.63758628174416
JU367,0.945253,B,1e-5,0.945253,1e-5,0.054657,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,48.98,2.23,2002-09-16,2002-03-20,2003-03-15,996570-99999,225.447097037414,50.4,0,12.3957201000522,4.63758628174416
JU393,0.840683,I,1e-5,0.159227,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.840683,1e-5,FALSE,49.28,-0.32,2002-09-01,2002-03-05,2003-02-28,996570-99999,126.681592951608,50.4,0,12.434720176397,4.60721176735005
JU394,0.9999,B,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,49.28,-0.32,2002-09-01,2002-03-05,2003-02-28,996570-99999,126.681592951608,50.4,0,12.434720176397,4.60721176735005
JU397,0.7884,I,1e-5,0.211507,1e-5,1e-5,1.4e-5,1e-5,1e-5,1e-5,0.7884,1e-5,FALSE,49.28,-0.32,2002-09-01,2002-03-05,2003-02-28,996570-99999,126.681592951608,50.4,0,12.434720176397,4.60721176735005
JU406,0.9999,B,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,49.28,-0.32,2002-12-30,2002-07-03,2003-06-28,996570-99999,126.681592951608,50.4,0,11.6665325627993,3.87939385884874
JU440,0.648635,B,1e-5,0.648635,1e-5,0.205326,1e-5,1e-5,1e-5,1e-5,0.145959,1e-5,FALSE,48.715,1.56,2003-09-12,2003-03-16,2004-03-10,996570-99999,218.758679604599,50.4,0,11.8753115917063,4.02033456449737
JU561,0.785725,D,1e-5,0.194369,1e-5,0.785725,1e-5,1e-5,1e-5,1e-5,0.019826,1e-5,FALSE,48.71,-3.81,2004-10-03,2004-04-06,2005-04-01,NA,NA,NA,NA,NA,NA
JU642,0.505091,D,1e-5,1e-5,1e-5,0.505091,1e-5,1e-5,1e-5,1e-5,0.264312,1e-5,FALSE,48.84,2.5,2004-12-14,2004-06-17,2005-06-12,106070-99999,329.3031783873,49.983,6.7,9.59575644126701,7.51345667643505
JU751,0.99253,K,1e-5,1e-5,1e-5,0.00738,1e-5,1e-5,1e-5,1e-5,1e-5,0.99253,FALSE,48.84,2.5,2005-06-08,2004-12-10,2005-12-05,106070-99999,329.3031783873,49.983,6.7,10.2340643481425,7.81900932700997
JU774,0.653356,J,1e-5,1e-5,1e-5,0.288859,0.057705,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,38.683,-9.34,2005-07-10,2005-01-11,2006-01-06,601010-99999,447.094507121933,35.733,-5.9,18.1458372604044,5.5541689084719
JU775,0.9999,G,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,FALSE,38.7175,-9.1486,2005-07-10,2005-01-11,2006-01-06,601010-99999,438.580888257426,35.733,-5.9,18.1458372604044,5.5541689084719
JU778,0.912188,J,1e-5,1e-5,1e-5,1e-5,0.055318,1e-5,0.032413,1e-5,1e-5,1e-5,FALSE,38.719,-9.1491,2005-07-10,2005-01-11,2006-01-06,601010-99999,438.733982864614,35.733,-5.9,18.1458372604044,5.5541689084719
JU782,0.66968,G,1e-5,1e-5,1e-5,0.026341,1e-5,1e-5,0.66968,1e-5,1e-5,1e-5,FALSE,38.7191,-9.1503,2005-07-10,2005-01-11,2006-01-06,601010-99999,438.811838670158,35.733,-5.9,18.1458372604044,5.5541689084719
JU792,0.999897,I,1e-5,1e-5,1e-5,1e-5,1.3e-5,1e-5,1e-5,1e-5,0.999897,1e-5,FALSE,43.06,0.24,2005-08-31,2005-03-04,2006-02-27,162592-99999,616.407966442898,44.533,7.617,12.0823279783799,8.64082755556314
JU830,0.506807,K,1e-5,1.7e-5,1e-5,0.42004,1e-5,1.3e-5,1.6e-5,1e-5,1e-5,0.506807,FALSE,48.52,9.05,2005-09-28,2005-04-01,2006-03-27,107380-99999,22.7657046574556,48.683,9.217,9.26137494211211,8.292840176524
JU847,0.566412,I,1e-5,0.165206,1e-5,0.267768,1e-5,1e-5,1e-5,1e-5,0.566412,1e-5,FALSE,48.46,7.461,2005-10-03,2005-04-06,2006-04-01,108050-99999,28.9906985364631,48.367,7.833,10.5366006777417,8.27752404630214
KR314,0.6276,D,1e-5,1e-5,0.066172,0.6276,1e-5,1e-5,1e-5,1e-5,0.02339,0.15611,FALSE,49.28,-123.13,1984-05-01,1983-11-03,1984-10-28,712010-99999,1.00298179941378,49.3,-123.117,10.9913561661484,5.33707956608012
LKC34,0.9999,J,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,-18,46,2005-06-17,2004-12-19,2005-12-14,670830-99999,179.455197485806,-18.8,47.483,18.6073923166225,3.0708609670726
LSJ1,0.9999,B,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,51.45,-2.59,2051-01-01,2018-06-10,2019-06-05,NA,NA,NA,NA,NA,NA
MY1,0.632621,J,1e-5,1e-5,1e-5,0.33299,1e-5,1e-5,1e-5,1e-5,1e-5,0.03431,FALSE,52.54,7.31,2002-07-01,2002-01-02,2002-12-28,103040-99999,19.702131650041,52.71,7.31,10.7507571530096,6.7985956090581
MY10,0.624069,D,1e-5,1e-5,1e-5,0.624069,1e-5,1e-5,0.302755,1e-5,0.036305,1e-5,FALSE,51.96,7.53,2002-07-01,2002-01-02,2002-12-28,103060-99999,38.1101052733109,52.3,7.37,10.6382812315103,6.37701443716211
MY16,0.879196,K,1e-5,1e-5,1e-5,1e-5,0.120714,1e-5,1e-5,1e-5,1e-5,0.879196,FALSE,51.93,7.57,2002-07-01,2002-01-02,2002-12-28,103060-99999,42.0792818429715,52.3,7.37,10.6382812315103,6.37701443716211
MY18,0.9999,K,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,FALSE,51.96,7.53,2002-07-01,2002-01-02,2002-12-28,103060-99999,38.1101052733109,52.3,7.37,10.6382812315103,6.37701443716211
MY2147,0.490751,B,1e-5,0.490751,1e-5,0.096592,1e-5,1e-5,1e-5,1e-5,0.412577,1e-5,FALSE,54.346355,10.117737,2012-09-17,2012-03-21,2013-03-16,100380-99999,37.9094059789089,54.317,9.533,8.33532427035736,6.90545805083018
MY2212,0.730147,D,1e-5,1e-5,1e-5,0.730147,1e-5,1e-5,1e-5,1e-5,0.122791,0.146982,FALSE,54.346355,10.117737,2012-09-26,2012-03-30,2013-03-25,100380-99999,37.9094059789089,54.317,9.533,8.11582615156166,7.06984500233081
MY23,0.510437,E,1e-5,1e-5,1e-5,1e-5,0.510437,1e-5,1e-5,1e-5,1e-5,0.489473,FALSE,51.96,7.53,2002-07-01,2002-01-02,2002-12-28,103060-99999,38.1101052733109,52.3,7.37,10.6382812315103,6.37701443716211
MY2453,0.509916,B,1e-5,0.509916,1e-5,0.10959,1e-5,1e-5,1e-5,1e-5,0.235805,0.057793,FALSE,51.950777,7.536628,2012-11-07,2012-05-11,2013-05-06,103150-99999,22.8868816028619,52.133,7.7,9.44384789356663,7.41258431323179
MY2530,0.780637,D,1e-5,1e-5,1e-5,0.780637,1e-5,1e-5,1e-5,1e-5,0.179515,1e-5,FALSE,54.346355,10.117737,2012-12-05,2012-06-08,2013-06-03,100380-99999,37.9094059789089,54.317,9.533,7.99015395397532,7.11779032194931
MY2535,0.756458,D,1e-5,1e-5,1e-5,0.756458,1e-5,1e-5,1e-5,1e-5,0.072714,1e-5,FALSE,51.950723000000004,7.599099,2012-12-05,2012-06-08,2013-06-03,103150-99999,21.3344396654372,52.133,7.7,9.20907721126176,7.18570347169289
MY2573,0.659791,I,1e-5,0.340119,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.659791,1e-5,FALSE,51.950723000000004,7.599099,2012-12-10,2012-06-13,2013-06-08,103150-99999,21.3344396654372,52.133,7.7,9.23878070431691,7.21646818691979
MY2585,0.999897,D,1e-5,1e-5,1e-5,0.999897,1e-5,1e-5,1.3e-5,1e-5,1e-5,1e-5,FALSE,54.346355,10.117737,2012-12-10,2012-06-13,2013-06-08,100380-99999,37.9094059789089,54.317,9.533,8.00777796350746,7.13399252735383
MY2693,0.960228,D,1e-5,1e-5,1e-5,0.960228,1e-5,1e-5,1e-5,1e-5,1e-5,0.039682,FALSE,54.3491,10.11505,2013-08-15,2013-02-16,2014-02-11,100380-99999,37.7664386374409,54.317,9.533,9.01356752516997,6.71792397956208
MY2713,0.999899,D,1e-5,1e-5,1e-5,0.999899,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,FALSE,54.3491,10.11505,2013-09-03,2013-03-07,2014-03-02,100380-99999,37.7664386374409,54.317,9.533,9.26013386423646,6.49510514520432
MY2741,0.666187,K,1e-5,1e-5,1e-5,0.333723,1e-5,1e-5,1e-5,1e-5,1e-5,0.666187,FALSE,54.3491,10.11505,2014-09-01,2014-03-05,2015-02-28,100465-99999,3.95226571484106,54.38,10.145,11.3851221617204,6.80996196315274
MY518,0.452711,K,1e-5,1e-5,0.412856,0.069194,1e-5,1e-5,1e-5,1e-5,1e-5,0.452711,FALSE,51.964154,7.611719,2011-07-08,2011-01-09,2012-01-04,103150-99999,19.6632469954755,52.133,7.7,10.9290076639306,6.29826513751944
MY679,0.809122,D,1e-5,1e-5,1e-5,0.809122,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,54.346355,10.117737,2011-09-27,2011-03-31,2012-03-25,100465-99999,4.14322686368797,54.367,10.133,9.93731936800871,6.21884855765571
MY772,0.707546,I,1e-5,0.007009,1e-5,0.285364,1e-5,1e-5,1e-5,1e-5,0.707546,1e-5,FALSE,54.346355,10.117737,2011-09-27,2011-03-31,2012-03-25,100465-99999,4.14322686368797,54.367,10.133,9.93731936800871,6.21884855765571
