chromosome,isotype,fraction_swept_haplotype_on_chromosome,pop_assignment,A,B,C,D,E,F,G,H,I,J,K,Hawaiian,genome_swept_hap_length,genome_max_length,genome_frac_swept
IV,QX1792,0.06291549673382041,E,1e-5,1e-5,1e-5,0.220457,0.617955,1e-5,1e-5,1e-5,1e-5,0.161508,1e-5,TRUE,26507474,100089639,0.2648373424545971
IV,QX1793,0.06720408467963047,E,1e-5,1e-5,1e-5,1e-5,0.875683,1e-5,1e-5,1.2e-5,1e-5,0.124224,1e-5,TRUE,14026859,100089639,0.14014296724559072
IV,QX1794,0.06279692672029151,E,1e-5,1e-5,0.10701,0.037616,0.855294,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,11802225,100089639,0.11791655078304358
IV,XZ1513,0.06535397965228483,E,1e-5,1e-5,0.156637,1e-5,0.843273,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,15048046,100089639,0.15034569162548383
IV,XZ1514,0,F,1e-5,1.2e-5,1e-5,1e-5,1e-5,0.999894,1e-5,1e-5,1.3e-5,1e-5,1e-5,TRUE,1071398,100089639,0.010704384696601814
IV,XZ1515,0.11252632563912562,E,1e-5,1e-5,0.334387,1e-5,0.569182,0.096351,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,17483115,100089639,0.174674573459097
IV,XZ1516,0,F,0.174719,1e-5,1e-5,1e-5,1e-5,0.624136,1e-5,0.201065,1e-5,1e-5,1e-5,TRUE,15079,100089639,1.5065495440542054e-4
V,CB4853,0.9240268429028465,C,1e-5,1e-5,0.692965,0.306945,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,61711850,100089639,0.6165658165676869
V,CB4855,0.8600448108666352,C,1e-5,1e-5,0.815787,0.184123,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,51460060,100089639,0.5141397302871679
V,CB4856,0.02999046257788552,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,3347671,100089639,0.03344672868687237
V,CB4857,0.9240268429028465,C,1e-5,1e-5,0.999899,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,55517237,100089639,0.5546751647290885
V,CB4858,0.9240268429028465,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,60689498,100089639,0.6063514526213847
V,CX11254,0.5276150983006822,C,1e-5,1e-5,0.656296,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.237537,0.106087,FALSE,46254220,100089639,0.4621279531240991
V,CX11262,0.3242937778531512,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,38381772,100089639,0.3834739777610747
V,CX11264,0.3163687549421992,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,34258305,100089639,0.3422762370039121
V,CX11276,0.9138630940407421,C,1e-5,0.015529,0.591298,0.185454,1e-5,1e-5,1e-5,1e-5,0.009696,0.197963,1e-5,FALSE,58350744,100089639,0.5829848582029554
V,CX11285,0.5257315746062956,C,1.1e-5,1e-5,0.662305,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.337604,1e-5,FALSE,44207713,100089639,0.441681211378932
V,CX11292,0.9240268429028465,C,1e-5,1e-5,0.727048,0.272862,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,63494663,100089639,0.6343779799225772
V,CX11307,0.46764957305425253,C,1e-5,1e-5,0.59957,0.183651,1e-5,1e-5,0.038083,1e-5,0.070271,0.057709,0.050666,FALSE,40583755,100089639,0.4054740870830796
V,CX11314,0.36779240003952324,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,48269418,100089639,0.48226188526866404
V,CX11315,0.8232394101471247,C,1e-5,1e-5,0.855784,0.144126,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,55969862,100089639,0.5591973610775037
V,DL226,0.8520281537125212,C,1e-5,0.054011,0.722598,0.137152,1e-5,1e-5,1e-5,2e-5,1e-5,0.070261,0.015908,FALSE,52614627,100089639,0.5256750601328475
V,DL238,0.05510852775240619,A,0.999898,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1.2e-5,1e-5,1e-5,TRUE,2895303,100089639,0.028927100036798013
V,ECA189,0.29828165707233184,E,1e-5,1e-5,0.157606,1e-5,0.842304,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,17389914,100089639,0.17374339815532755
V,ECA191,0.01184334332223105,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,459647,100089639,0.0045923534602817385
V,ECA347,0.0024478681982019984,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,115824,100089639,0.0011572026950761607
V,ECA348,0.21345383905870396,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,26624958,100089639,0.26601113028292567
V,ECA349,0.8010896535852567,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,47850347,100089639,0.47807492841491817
V,ECA36,0.004570233964796572,F,1.3e-5,1.9e-5,1e-5,1e-5,1e-5,0.999888,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,302212,100089639,0.0030194134279972777
V,ECA363,0.01310436633342602,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,707350,100089639,0.007067165063908363
V,ECA369,0.011835834670781982,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,2317366,100089639,0.02315290596662058
V,ECA372,0.12502909004613946,E,1.8e-5,1e-5,0.232283,1e-5,0.766152,1e-5,1e-5,1e-5,1e-5,0.001477,1e-5,TRUE,14575644,100089639,0.14562590239735004
V,ECA396,0.0116448662297875,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,680265,100089639,0.006796557633702725
V,ECA701,0,F,0.250814,1e-5,1e-5,1e-5,1e-5,0.58748,1e-5,0.161626,1e-5,1e-5,1e-5,TRUE,181973,100089639,0.0018181002730961993
V,ECA703,0.07548734256581811,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,5438720,100089639,0.05433849151958676
V,ECA705,0.2798284048362602,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,13230104,100089639,0.1321825528814226
V,ECA706,0.09160176944001816,A,0.856741,1e-5,1e-5,1e-5,0.143163,1e-5,1e-5,1.6e-5,1e-5,1e-5,1e-5,TRUE,6287738,100089639,0.06282106782301412
V,ECA710,0.25456184053594744,E,1e-5,1e-5,0.071425,1e-5,0.928485,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,13461028,100089639,0.13448972475562632
V,ECA712,0.12324944400109923,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,11054263,100089639,0.11044362943501075
V,ECA722,0.013806975240676192,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,871800,100089639,0.008710192270750422
V,ECA723,0.01246560487639564,H,1.3e-5,1.6e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999884,1.7e-5,1e-5,1e-5,TRUE,495633,100089639,0.004951891174270296
V,ECA724,0.013348421418423476,F,1e-5,1e-5,0.008431,1e-5,1e-5,0.991476,1.3e-5,1e-5,1e-5,1e-5,1e-5,TRUE,1184468,100089639,0.011834072056149588
V,ECA730,0.04605094194358526,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,1300314,100089639,0.012991494554196563
V,ECA732,0.03614071767594899,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,2459989,100089639,0.024577858653281784
V,ECA733,0.03614071767594899,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,2515978,100089639,0.02513724722296181
V,ECA738,0.18286273219069832,E,1e-5,1e-5,0.279258,1e-5,0.720652,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,11415172,100089639,0.11404948718018655
V,ECA740,0.0018541586498660352,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.999895,1e-5,1e-5,1.5e-5,1e-5,1e-5,TRUE,245004,100089639,0.002447845775525277
V,ECA741,0.012054446427302338,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.999898,1e-5,1.2e-5,1e-5,1e-5,1e-5,TRUE,513117,100089639,0.005126574589803446
V,ECA742,0.001389865730964349,F,1e-5,1.2e-5,1e-5,1e-5,1.3e-5,0.999881,1e-5,1.6e-5,1e-5,1.8e-5,1e-5,TRUE,303556,100089639,0.003032841391305248
V,ECA743,0.42061184126768225,E,1e-5,0.044726,0.025694,0.052205,0.84473,1e-5,1e-5,1e-5,0.032585,1e-5,1e-5,TRUE,16035610,100089639,0.16021248712866273
V,ECA744,0.012106433077780926,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,849596,100089639,0.008488351126933328
V,ECA745,0.011691592041671198,H,1e-5,1e-5,1e-5,1.2e-5,1e-5,1e-5,1e-5,0.999898,1e-5,1e-5,1e-5,TRUE,452478,100089639,0.004520727664928435
V,ECA746,0.03526139241771594,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,1038498,100089639,0.010375679344792122
V,ECA760,0.33111077250440885,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,12683445,100089639,0.12672085868947933
V,ECA768,0.10857572168901232,E,1e-5,1e-5,1e-5,1.1e-5,0.999899,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,6682588,100089639,0.06676603159693682
V,ECA777,0.33111077250440885,E,1e-5,1e-5,1e-5,1e-5,0.999896,1e-5,1e-5,1e-5,1.4e-5,1e-5,1e-5,TRUE,12833522,100089639,0.1282202846190703
V,ECA778,0.2557701595095827,E,1e-5,1e-5,1e-5,1e-5,0.999896,1e-5,1e-5,1e-5,1.4e-5,1e-5,1e-5,TRUE,12568012,100089639,0.12556756249265721
V,ECA807,0.12324944400109923,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,7087034,100089639,0.07080686943031136
V,ECA812,0.12324944400109923,E,1e-5,1e-5,1e-5,1e-5,0.999899,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,TRUE,7581509,100089639,0.0757471909754815
V,ED3011,0.9240268429028465,C,1e-5,1e-5,0.335005,0.242701,1e-5,1e-5,1e-5,1e-5,1e-5,0.135938,0.286286,FALSE,56474072,100089639,0.5642349454372595
V,JU1172,0.8743800221280437,C,1e-5,1e-5,0.765549,0.234361,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,61572965,100089639,0.615178210403976
V,JU2016,0.9240268429028465,C,1e-5,1e-5,0.686517,0.313393,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,62607866,100089639,0.6255179519630398
V,JU2017,0.7704796076983095,C,0.130618,0.068426,0.40346,0.272208,1e-5,1e-5,1e-5,1e-5,1e-5,0.085963,0.039275,FALSE,45922442,100089639,0.4588131444854147
V,JU2862,0.9321623471833996,C,1e-5,0.003358,0.426445,0.334683,1e-5,1e-5,0.030298,1e-5,0.135274,0.069892,1e-5,FALSE,54144389,100089639,0.5409589797801149
V,JU2866,0.8080885776002866,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,50771086,100089639,0.5072561606501548
V,MY23,0.1283124272390153,E,1e-5,1e-5,1e-5,1e-5,0.510437,1e-5,1e-5,1e-5,1e-5,1e-5,0.489473,FALSE,10794302,100089639,0.10784634761246366
V,PB306,0.3150095455525014,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,33704149,100089639,0.3367396399541415
V,PS2025,0.19170266275910705,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,30506886,100089639,0.30479564423246647
V,QG556,0.4140849101262247,C,1e-5,1e-5,0.860267,1e-5,0.139643,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,29772807,100089639,0.297461428550062
V,QG557,0.9240268429028465,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,46090020,100089639,0.46048742367828904
V,QX1211,0.015504600029441566,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,439015,100089639,0.004386218237833788
V,QX1212,0.33596174394695083,C,0.043174,1e-5,0.806142,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.150604,FALSE,46430681,100089639,0.463890982761962
V,QX1233,0.8600448108666352,C,1e-5,1e-5,0.855445,0.144465,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,48020451,100089639,0.4797744449852597
V,QX1791,0.4291185216240075,A,0.559108,0.107565,0.137053,1e-5,0.061847,1e-5,1e-5,1e-5,1e-5,1e-5,0.134366,TRUE,19071168,100089639,0.19054088105962697
V,QX1792,0.5312900810140448,E,1e-5,1e-5,1e-5,0.220457,0.617955,1e-5,1e-5,1e-5,1e-5,0.161508,1e-5,TRUE,26507474,100089639,0.2648373424545971
V,QX1793,0.2688031697413399,E,1e-5,1e-5,1e-5,1e-5,0.875683,1e-5,1e-5,1.2e-5,1e-5,0.124224,1e-5,TRUE,14026859,100089639,0.14014296724559072
V,QX1794,0.2897092640593759,E,1e-5,1e-5,0.10701,0.037616,0.855294,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,11802225,100089639,0.11791655078304358
V,XZ1513,0.3165025237199256,E,1e-5,1e-5,0.156637,1e-5,0.843273,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,15048046,100089639,0.15034569162548383
V,XZ1514,0.04388309383604759,F,1e-5,1.2e-5,1e-5,1e-5,1e-5,0.999894,1e-5,1e-5,1.3e-5,1e-5,1e-5,TRUE,1071398,100089639,0.010704384696601814
V,XZ1515,0.44486043329988395,E,1e-5,1e-5,0.334387,1e-5,0.569182,0.096351,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,17483115,100089639,0.174674573459097
V,XZ1516,0,F,0.174719,1e-5,1e-5,1e-5,1e-5,0.624136,1e-5,0.201065,1e-5,1e-5,1e-5,TRUE,15079,100089639,1.5065495440542054e-4
X,CB4853,0.6095971267113204,C,1e-5,1e-5,0.692965,0.306945,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,61711850,100089639,0.6165658165676869
X,CB4855,0.6833447148933359,C,1e-5,1e-5,0.815787,0.184123,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,51460060,100089639,0.5141397302871679
X,CB4856,0.03430491170967396,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,3347671,100089639,0.03344672868687237
X,CB4857,0.3262294827915224,C,1e-5,1e-5,0.999899,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,55517237,100089639,0.5546751647290885
X,CB4858,0.7540815533550075,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,60689498,100089639,0.6063514526213847
X,CX11254,0.38711741641114245,C,1e-5,1e-5,0.656296,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.237537,0.106087,FALSE,46254220,100089639,0.4621279531240991
X,CX11262,0.4968321293237815,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,38381772,100089639,0.3834739777610747
X,CX11264,0.07917018416634777,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,34258305,100089639,0.3422762370039121
X,CX11276,0.5350026237729096,C,1e-5,0.015529,0.591298,0.185454,1e-5,1e-5,1e-5,1e-5,0.009696,0.197963,1e-5,FALSE,58350744,100089639,0.5829848582029554
X,CX11285,0.47521821318067226,C,1.1e-5,1e-5,0.662305,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.337604,1e-5,FALSE,44207713,100089639,0.441681211378932
X,CX11292,0.7461927578890499,C,1e-5,1e-5,0.727048,0.272862,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,63494663,100089639,0.6343779799225772
X,CX11307,0.2971307156989626,C,1e-5,1e-5,0.59957,0.183651,1e-5,1e-5,0.038083,1e-5,0.070271,0.057709,0.050666,FALSE,40583755,100089639,0.4054740870830796
X,CX11314,0.7540815533550075,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,48269418,100089639,0.48226188526866404
X,CX11315,0.664605128115794,C,1e-5,1e-5,0.855784,0.144126,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,55969862,100089639,0.5591973610775037
X,DL226,0.6215169400484575,C,1e-5,0.054011,0.722598,0.137152,1e-5,1e-5,1e-5,2e-5,1e-5,0.070261,0.015908,FALSE,52614627,100089639,0.5256750601328475
X,DL238,0.0322519889827555,A,0.999898,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1.2e-5,1e-5,1e-5,TRUE,2895303,100089639,0.028927100036798013
X,ECA189,0.15878175492004082,E,1e-5,1e-5,0.157606,1e-5,0.842304,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,17389914,100089639,0.17374339815532755
X,ECA191,1.6430395133752466e-4,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,459647,100089639,0.0045923534602817385
X,ECA347,0,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,115824,100089639,0.0011572026950761607
X,ECA348,0.1609156136037111,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,26624958,100089639,0.26601113028292567
X,ECA349,0.2961392360889981,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,47850347,100089639,0.47807492841491817
X,ECA36,0,F,1.3e-5,1.9e-5,1e-5,1e-5,1e-5,0.999888,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,302212,100089639,0.0030194134279972777
X,ECA363,0,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,707350,100089639,0.007067165063908363
X,ECA369,0.0038735010021692644,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,2317366,100089639,0.02315290596662058
X,ECA372,0.22444655019957982,E,1.8e-5,1e-5,0.232283,1e-5,0.766152,1e-5,1e-5,1e-5,1e-5,0.001477,1e-5,TRUE,14575644,100089639,0.14562590239735004
X,ECA396,1.6430395133752466e-4,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,680265,100089639,0.006796557633702725
X,ECA701,1.7080823856775368e-4,F,0.250814,1e-5,1e-5,1e-5,1e-5,0.58748,1e-5,0.161626,1e-5,1e-5,1e-5,TRUE,181973,100089639,0.0018181002730961993
X,ECA703,0.07044261844278767,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,5438720,100089639,0.05433849151958676
X,ECA705,0.06919108046165282,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,13230104,100089639,0.1321825528814226
X,ECA706,0.047444307181988714,A,0.856741,1e-5,1e-5,1e-5,0.143163,1e-5,1e-5,1.6e-5,1e-5,1e-5,1e-5,TRUE,6287738,100089639,0.06282106782301412
X,ECA710,0.09812984208834903,E,1e-5,1e-5,0.071425,1e-5,0.928485,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,13461028,100089639,0.13448972475562632
X,ECA712,0.08845943751150269,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,11054263,100089639,0.11044362943501075
X,ECA722,1.6430395133752466e-4,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,871800,100089639,0.008710192270750422
X,ECA723,1.6430395133752466e-4,H,1.3e-5,1.6e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999884,1.7e-5,1e-5,1e-5,TRUE,495633,100089639,0.004951891174270296
X,ECA724,0,F,1e-5,1e-5,0.008431,1e-5,1e-5,0.991476,1.3e-5,1e-5,1e-5,1e-5,1e-5,TRUE,1184468,100089639,0.011834072056149588
X,ECA730,1.6430395133752466e-4,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,1300314,100089639,0.012991494554196563
X,ECA732,0.030423153090673272,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,2459989,100089639,0.024577858653281784
X,ECA733,0.03477661393141405,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,2515978,100089639,0.02513724722296181
X,ECA738,0.08214756406524965,E,1e-5,1e-5,0.279258,1e-5,0.720652,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,11415172,100089639,0.11404948718018655
X,ECA740,0,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.999895,1e-5,1e-5,1.5e-5,1e-5,1e-5,TRUE,245004,100089639,0.002447845775525277
X,ECA741,0,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.999898,1e-5,1.2e-5,1e-5,1e-5,1e-5,TRUE,513117,100089639,0.005126574589803446
X,ECA742,0,F,1e-5,1.2e-5,1e-5,1e-5,1.3e-5,0.999881,1e-5,1.6e-5,1e-5,1.8e-5,1e-5,TRUE,303556,100089639,0.003032841391305248
X,ECA743,0.0451226725539327,E,1e-5,0.044726,0.025694,0.052205,0.84473,1e-5,1e-5,1e-5,0.032585,1e-5,1e-5,TRUE,16035610,100089639,0.16021248712866273
X,ECA744,1.6430395133752466e-4,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,849596,100089639,0.008488351126933328
X,ECA745,1.6430395133752466e-4,H,1e-5,1e-5,1e-5,1.2e-5,1e-5,1e-5,1e-5,0.999898,1e-5,1e-5,1e-5,TRUE,452478,100089639,0.004520727664928435
X,ECA746,1.6430395133752466e-4,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,1038498,100089639,0.010375679344792122
X,ECA760,0.04252638732770284,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,12683445,100089639,0.12672085868947933
X,ECA768,0.04428989755238581,E,1e-5,1e-5,1e-5,1.1e-5,0.999899,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,6682588,100089639,0.06676603159693682
X,ECA777,0.04252638732770284,E,1e-5,1e-5,1e-5,1e-5,0.999896,1e-5,1e-5,1e-5,1.4e-5,1e-5,1e-5,TRUE,12833522,100089639,0.1282202846190703
X,ECA778,0.04252638732770284,E,1e-5,1e-5,1e-5,1e-5,0.999896,1e-5,1e-5,1e-5,1.4e-5,1e-5,1e-5,TRUE,12568012,100089639,0.12556756249265721
X,ECA807,0.01313656752134509,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,7087034,100089639,0.07080686943031136
X,ECA812,0.031533519759402454,E,1e-5,1e-5,1e-5,1e-5,0.999899,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,TRUE,7581509,100089639,0.0757471909754815
X,ED3011,0.6748392564389333,C,1e-5,1e-5,0.335005,0.242701,1e-5,1e-5,1e-5,1e-5,1e-5,0.135938,0.286286,FALSE,56474072,100089639,0.5642349454372595
X,JU1172,0.7540815533550075,C,1e-5,1e-5,0.765549,0.234361,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,61572965,100089639,0.615178210403976
X,JU2016,0.7540815533550075,C,1e-5,1e-5,0.686517,0.313393,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,62607866,100089639,0.6255179519630398
X,JU2017,0.5877206636001875,C,0.130618,0.068426,0.40346,0.272208,1e-5,1e-5,1e-5,1e-5,1e-5,0.085963,0.039275,FALSE,45922442,100089639,0.4588131444854147
X,JU2862,0.2246937131143285,C,1e-5,0.003358,0.426445,0.334683,1e-5,1e-5,0.030298,1e-5,0.135274,0.069892,1e-5,FALSE,54144389,100089639,0.5409589797801149
X,JU2866,0.24734039695155935,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,50771086,100089639,0.5072561606501548
X,MY23,0.03252579119563844,E,1e-5,1e-5,1e-5,1e-5,0.510437,1e-5,1e-5,1e-5,1e-5,1e-5,0.489473,FALSE,10794302,100089639,0.10784634761246366
X,PB306,0.1731879593087266,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,33704149,100089639,0.3367396399541415
X,PS2025,0.36795295827991803,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,30506886,100089639,0.30479564423246647
X,QG556,0.17421343088934646,C,1e-5,1e-5,0.860267,1e-5,0.139643,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,29772807,100089639,0.297461428550062
X,QG557,0.3463660773480788,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,46090020,100089639,0.46048742367828904
X,QX1211,0,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,439015,100089639,0.004386218237833788
X,QX1212,0.7540815533550075,C,0.043174,1e-5,0.806142,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.150604,FALSE,46430681,100089639,0.463890982761962
